order_detail_id,order_id,product_id,quantity,discount
3264,2001,31,1,10.0
3265,2001,34,1,10.0
3266,2001,13,3,5.0
3267,2002,48,2,10.0
3268,2003,46,1,10.0
3269,2004,29,1,0.0
3270,2005,49,2,20.0
3271,2006,4,1,15.0
3272,2007,9,2,10.0
3273,2008,60,2,0.0
3274,2009,12,1,0.0
3275,2010,32,1,10.0
3276,2010,14,2,0.0
3277,2011,6,1,10.0
3278,2011,54,2,10.0
3279,2012,25,3,5.0
3280,2013,55,2,10.0
3281,2014,35,2,0.0
3282,2015,49,2,10.0
3283,2015,34,3,0.0
3284,2016,54,2,10.0
3285,2017,15,3,0.0
3286,2017,5,2,20.0
3287,2018,34,2,5.0
3288,2019,38,4,0.0
3289,2020,12,1,5.0
3290,2021,31,3,15.0
3291,2021,2,1,10.0
3292,2021,41,1,10.0
3293,2021,25,3,5.0
3294,2022,8,2,0.0
3295,2022,26,2,10.0
3296,2023,57,2,10.0
3297,2024,21,1,0.0
3298,2025,37,2,0.0
3299,2025,17,1,15.0
3300,2025,31,3,0.0
3301,2026,52,4,10.0
3302,2027,53,3,20.0
3303,2028,11,2,15.0
3304,2029,56,1,10.0
3305,2030,50,4,5.0
3306,2030,58,2,0.0
3307,2031,57,1,5.0
3308,2032,3,3,10.0
3309,2033,59,3,5.0
3310,2033,11,5,5.0
3311,2034,19,2,5.0
3312,2034,41,2,0.0
3313,2034,53,3,10.0
3314,2035,28,2,5.0
3315,2036,16,3,20.0
3316,2036,18,2,0.0
3317,2037,21,3,5.0
3318,2038,37,5,15.0
3319,2039,17,1,5.0
3320,2040,40,2,5.0
3321,2040,16,1,15.0
3322,2040,30,2,0.0
3323,2041,50,1,10.0
3324,2041,4,1,15.0
3325,2042,9,1,0.0
3326,2042,17,1,10.0
3327,2043,44,1,5.0
3328,2043,48,2,10.0
3329,2044,28,1,5.0
3330,2045,16,4,5.0
3331,2046,34,4,15.0
3332,2047,13,4,0.0
3333,2048,9,1,0.0
3334,2049,38,1,15.0
3335,2050,55,2,0.0
3336,2050,1,2,5.0
3337,2051,46,1,15.0
3338,2052,52,4,10.0
3339,2053,14,1,0.0
3340,2054,41,3,5.0
3341,2054,57,1,5.0
3342,2055,25,1,5.0
3343,2056,46,3,5.0
3344,2057,23,1,5.0
3345,2058,10,1,5.0
3346,2058,16,1,10.0
3347,2059,54,1,10.0
3348,2059,7,1,0.0
3349,2060,20,1,5.0
3350,2061,27,1,20.0
3351,2061,42,1,15.0
3352,2061,6,1,15.0
3353,2062,19,1,5.0
3354,2062,60,1,10.0
3355,2063,39,2,20.0
3356,2063,41,3,10.0
3357,2064,40,3,5.0
3358,2064,35,1,5.0
3359,2064,50,3,10.0
3360,2065,47,3,0.0
3361,2066,56,1,0.0
3362,2067,38,1,0.0
3363,2068,32,1,0.0
3364,2069,53,1,0.0
3365,2070,32,2,0.0
3366,2070,55,3,5.0
3367,2070,14,5,15.0
3368,2071,55,1,0.0
3369,2071,7,1,10.0
3370,2071,14,1,10.0
3371,2071,15,1,0.0
3372,2072,7,2,20.0
3373,2073,56,3,5.0
3374,2073,45,1,15.0
3375,2074,3,1,10.0
3376,2075,2,2,15.0
3377,2075,23,1,10.0
3378,2076,37,2,20.0
3379,2076,52,1,10.0
3380,2076,41,1,0.0
3381,2077,48,5,5.0
3382,2078,4,2,5.0
3383,2078,33,1,0.0
3384,2078,60,1,0.0
3385,2079,10,2,15.0
3386,2079,9,2,0.0
3387,2080,52,1,0.0
3388,2080,12,2,5.0
3389,2080,7,3,5.0
3390,2080,10,2,15.0
3391,2081,32,3,5.0
3392,2081,8,1,10.0
3393,2081,29,1,5.0
3394,2082,52,2,10.0
3395,2082,8,3,0.0
3396,2083,55,2,0.0
3397,2084,38,3,15.0
3398,2084,6,3,5.0
3399,2085,43,2,0.0
3400,2086,23,4,5.0
3401,2086,33,1,0.0
3402,2087,21,1,20.0
3403,2087,27,3,0.0
3404,2087,56,3,0.0
3405,2087,10,1,10.0
3406,2088,44,1,20.0
3407,2089,5,1,15.0
3408,2089,42,1,10.0
3409,2090,55,1,0.0
3410,2091,40,2,5.0
3411,2092,56,3,0.0
3412,2092,36,4,5.0
3413,2093,24,1,5.0
3414,2094,32,2,0.0
3415,2094,33,1,10.0
3416,2095,31,2,15.0
3417,2095,26,3,10.0
3418,2095,9,1,0.0
3419,2096,21,1,10.0
3420,2097,41,4,0.0
3421,2097,54,2,5.0
3422,2097,37,2,5.0
3423,2097,3,2,0.0
3424,2098,48,1,5.0
3425,2099,45,2,5.0
3426,2100,49,1,10.0
3427,2100,25,1,10.0
3428,2101,28,1,15.0
3429,2101,47,2,5.0
3430,2102,37,1,10.0
3431,2102,51,1,5.0
3432,2103,43,2,5.0
3433,2104,39,1,10.0
3434,2105,2,1,10.0
3435,2105,24,2,10.0
3436,2105,40,3,15.0
3437,2106,46,2,20.0
3438,2107,37,1,5.0
3439,2108,41,5,0.0
3440,2109,46,2,0.0
3441,2110,8,3,10.0
3442,2110,23,1,5.0
3443,2111,26,1,0.0
3444,2112,8,1,0.0
3445,2113,22,2,5.0
3446,2113,14,1,5.0
3447,2114,3,2,10.0
3448,2114,20,2,10.0
3449,2115,18,5,20.0
3450,2115,37,3,0.0
3451,2116,25,1,0.0
3452,2117,43,1,15.0
3453,2118,43,1,10.0
3454,2118,25,3,5.0
3455,2119,56,1,5.0
3456,2119,25,3,10.0
3457,2120,17,4,0.0
3458,2120,35,4,5.0
3459,2121,9,1,15.0
3460,2121,54,1,0.0
3461,2122,55,4,10.0
3462,2122,56,1,5.0
3463,2122,49,1,5.0
3464,2123,42,3,5.0
3465,2123,10,3,0.0
3466,2123,37,2,0.0
3467,2124,6,2,10.0
3468,2125,15,1,15.0
3469,2125,36,3,20.0
3470,2125,41,4,15.0
3471,2126,58,2,5.0
3472,2127,19,1,0.0
3473,2128,19,2,0.0
3474,2129,44,1,0.0
3475,2129,13,4,15.0
3476,2130,47,2,10.0
3477,2131,47,1,5.0
3478,2132,1,2,10.0
3479,2132,23,4,5.0
3480,2133,17,2,10.0
3481,2134,11,2,5.0
3482,2134,31,1,10.0
3483,2134,49,1,0.0
3484,2135,32,2,5.0
3485,2135,48,2,5.0
3486,2136,27,3,0.0
3487,2137,34,1,10.0
3488,2138,47,1,15.0
3489,2138,16,1,5.0
3490,2139,56,1,10.0
3491,2140,42,4,5.0
3492,2141,47,4,5.0
3493,2141,14,3,5.0
3494,2142,28,3,0.0
3495,2143,13,2,20.0
3496,2143,34,1,0.0
3497,2143,18,1,5.0
3498,2144,35,3,10.0
3499,2145,58,5,5.0
3500,2145,2,1,0.0
3501,2146,37,3,15.0
3502,2147,52,5,5.0
3503,2147,16,2,0.0
3504,2148,59,3,10.0
3505,2148,22,1,0.0
3506,2149,55,2,5.0
3507,2150,41,1,5.0
3508,2150,32,1,15.0
3509,2151,24,2,5.0
3510,2152,48,1,5.0
3511,2152,37,3,0.0
3512,2153,50,3,0.0
3513,2154,47,2,10.0
3514,2154,49,1,5.0
3515,2155,35,2,0.0
3516,2156,26,3,0.0
3517,2156,23,1,10.0
3518,2157,28,1,0.0
3519,2157,4,1,10.0
3520,2157,3,1,15.0
3521,2158,38,2,5.0
3522,2158,24,3,10.0
3523,2158,45,2,15.0
3524,2159,20,1,5.0
3525,2160,28,1,15.0
3526,2161,15,2,10.0
3527,2162,27,1,10.0
3528,2162,25,1,15.0
3529,2163,17,2,5.0
3530,2164,31,1,15.0
3531,2165,29,1,5.0
3532,2166,8,2,0.0
3533,2166,50,1,10.0
3534,2166,24,2,10.0
3535,2167,29,3,20.0
3536,2168,53,1,5.0
3537,2169,27,1,0.0
3538,2169,33,3,0.0
3539,2169,42,1,5.0
3540,2170,27,2,5.0
3541,2171,38,1,5.0
3542,2171,56,3,5.0
3543,2171,33,1,10.0
3544,2172,1,2,5.0
3545,2173,21,1,0.0
3546,2173,28,2,15.0
3547,2174,27,2,5.0
3548,2174,39,1,5.0
3549,2174,6,2,15.0
3550,2175,12,1,10.0
3551,2175,26,1,20.0
3552,2176,23,3,15.0
3553,2177,26,1,0.0
3554,2177,50,1,10.0
3555,2177,4,3,5.0
3556,2178,6,1,5.0
3557,2179,34,4,5.0
3558,2180,13,2,0.0
3559,2180,32,3,0.0
3560,2181,9,3,20.0
3561,2182,49,2,0.0
3562,2183,27,1,20.0
3563,2183,59,2,0.0
3564,2183,46,3,5.0
3565,2184,58,4,0.0
3566,2184,4,2,5.0
3567,2185,31,2,15.0
3568,2185,51,3,15.0
3569,2186,59,1,5.0
3570,2187,46,1,5.0
3571,2188,42,1,15.0
3572,2189,8,1,10.0
3573,2190,1,1,5.0
3574,2191,13,2,10.0
3575,2192,56,1,10.0
3576,2192,24,3,5.0
3577,2193,57,1,0.0
3578,2193,20,2,0.0
3579,2193,32,2,5.0
3580,2194,3,2,0.0
3581,2195,48,1,10.0
3582,2195,25,1,0.0
3583,2195,49,3,10.0
3584,2196,3,4,15.0
3585,2197,56,4,0.0
3586,2197,47,2,20.0
3587,2198,31,1,10.0
3588,2199,16,3,10.0
3589,2200,52,2,5.0
3590,2200,3,1,5.0
3591,2201,29,1,5.0
3592,2201,17,4,10.0
3593,2202,9,1,0.0
3594,2202,30,2,10.0
3595,2202,44,2,5.0
3596,2203,3,5,0.0
3597,2204,39,1,15.0
3598,2204,55,1,10.0
3599,2205,23,1,5.0
3600,2206,18,1,10.0
3601,2207,44,1,10.0
3602,2208,37,2,0.0
3603,2209,23,1,10.0
3604,2210,45,1,0.0
3605,2211,37,1,10.0
3606,2211,49,5,0.0
3607,2212,57,3,15.0
3608,2212,54,3,10.0
3609,2213,5,4,10.0
3610,2213,55,5,15.0
3611,2213,39,5,15.0
3612,2213,1,3,10.0
3613,2214,1,1,15.0
3614,2214,15,5,5.0
3615,2215,21,1,5.0
3616,2216,50,1,20.0
3617,2216,35,1,5.0
3618,2217,58,1,0.0
3619,2217,4,1,10.0
3620,2218,17,2,0.0
3621,2219,14,2,5.0
3622,2219,51,1,0.0
3623,2220,57,1,0.0
3624,2221,5,1,10.0
3625,2222,42,1,0.0
3626,2223,43,1,0.0
3627,2224,17,3,10.0
3628,2225,58,1,10.0
3629,2225,43,2,5.0
3630,2226,21,2,20.0
3631,2227,20,4,10.0
3632,2228,1,2,10.0
3633,2228,17,1,5.0
3634,2229,43,2,5.0
3635,2229,24,1,10.0
3636,2229,36,1,5.0
3637,2229,11,1,10.0
3638,2230,30,3,20.0
3639,2230,29,1,0.0
3640,2231,7,1,10.0
3641,2232,4,3,5.0
3642,2233,26,1,5.0
3643,2234,57,1,15.0
3644,2234,36,3,0.0
3645,2234,42,2,15.0
3646,2235,43,1,10.0
3647,2236,2,5,0.0
3648,2237,37,1,5.0
3649,2238,21,2,5.0
3650,2238,48,2,5.0
3651,2239,41,1,10.0
3652,2240,40,1,5.0
3653,2240,20,3,5.0
3654,2240,11,2,5.0
3655,2241,28,2,10.0
3656,2242,1,1,10.0
3657,2242,53,3,5.0
3658,2243,1,1,10.0
3659,2243,10,1,15.0
3660,2244,16,1,5.0
3661,2245,17,3,15.0
3662,2246,35,1,10.0
3663,2247,11,3,5.0
3664,2248,37,1,0.0
3665,2248,56,1,10.0
3666,2249,15,2,15.0
3667,2249,42,2,0.0
3668,2250,34,2,15.0
3669,2251,47,5,10.0
3670,2252,27,2,10.0
3671,2252,49,1,0.0
3672,2253,57,1,10.0
3673,2254,6,2,15.0
3674,2255,48,1,10.0
3675,2256,46,1,0.0
3676,2256,24,1,0.0
3677,2257,19,1,15.0
3678,2258,39,3,5.0
3679,2259,26,1,5.0
3680,2259,33,1,10.0
3681,2260,2,3,10.0
3682,2261,57,1,10.0
3683,2262,9,1,5.0
3684,2262,4,1,0.0
3685,2262,22,1,5.0
3686,2263,53,3,0.0
3687,2264,56,1,10.0
3688,2264,40,1,10.0
3689,2265,50,2,0.0
3690,2266,12,4,0.0
3691,2267,51,4,20.0
3692,2268,9,3,10.0
3693,2268,33,5,0.0
3694,2268,12,3,0.0
3695,2269,43,1,15.0
3696,2270,11,2,5.0
3697,2270,31,2,5.0
3698,2271,20,1,15.0
3699,2272,22,3,10.0
3700,2273,5,1,0.0
3701,2274,26,2,15.0
3702,2275,23,2,0.0
3703,2275,22,2,10.0
3704,2276,4,1,10.0
3705,2277,25,3,5.0
3706,2278,13,2,0.0
3707,2279,25,1,15.0
3708,2279,9,2,10.0
3709,2279,7,1,5.0
3710,2280,16,4,5.0
3711,2280,38,4,15.0
3712,2281,22,4,10.0
3713,2282,57,1,15.0
3714,2283,56,2,5.0
3715,2284,24,2,5.0
3716,2285,7,2,20.0
3717,2286,40,1,0.0
3718,2287,7,3,5.0
3719,2287,46,2,10.0
3720,2287,56,1,10.0
3721,2288,37,1,10.0
3722,2289,18,1,0.0
3723,2289,27,3,0.0
3724,2290,1,1,10.0
3725,2291,16,1,0.0
3726,2291,40,4,5.0
3727,2292,42,2,15.0
3728,2293,59,3,0.0
3729,2294,9,1,10.0
3730,2295,9,1,15.0
3731,2295,1,5,0.0
3732,2295,25,4,20.0
3733,2296,7,1,5.0
3734,2297,42,2,0.0
3735,2297,19,2,5.0
3736,2298,9,2,15.0
3737,2298,47,1,0.0
3738,2299,58,1,20.0
3739,2300,21,2,15.0
3740,2301,58,1,0.0
3741,2302,45,1,0.0
3742,2302,53,2,5.0
3743,2303,22,2,0.0
3744,2304,57,1,5.0
3745,2304,39,1,0.0
3746,2305,14,2,0.0
3747,2306,59,1,0.0
3748,2307,59,1,0.0
3749,2308,39,3,10.0
3750,2309,29,2,0.0
3751,2309,48,1,5.0
3752,2309,39,1,10.0
3753,2309,52,2,5.0
3754,2310,17,1,10.0
3755,2311,45,3,5.0
3756,2312,12,1,5.0
3757,2313,35,1,0.0
3758,2313,40,1,0.0
3759,2314,11,3,5.0
3760,2314,8,2,15.0
3761,2315,17,2,5.0
3762,2316,48,2,0.0
3763,2316,47,3,5.0
3764,2316,56,2,10.0
3765,2316,35,1,0.0
3766,2317,60,3,10.0
3767,2317,34,4,0.0
3768,2317,59,1,10.0
3769,2318,54,3,0.0
3770,2319,38,1,15.0
3771,2319,43,2,0.0
3772,2319,41,1,15.0
3773,2320,35,2,0.0
3774,2320,20,2,10.0
3775,2321,42,1,0.0
3776,2321,3,2,15.0
3777,2322,58,1,5.0
3778,2322,50,3,0.0
3779,2322,38,1,0.0
3780,2323,13,3,15.0
3781,2324,43,2,5.0
3782,2325,44,1,10.0
3783,2326,36,5,5.0
3784,2327,1,2,5.0
3785,2328,59,1,15.0
3786,2329,50,1,10.0
3787,2329,43,2,20.0
3788,2329,15,4,5.0
3789,2330,6,4,10.0
3790,2331,50,1,10.0
3791,2331,11,1,5.0
3792,2332,46,1,5.0
3793,2333,33,1,0.0
3794,2334,57,2,5.0
3795,2335,51,1,15.0
3796,2335,6,2,0.0
3797,2336,48,3,10.0
3798,2336,15,1,10.0
3799,2336,58,1,15.0
3800,2337,56,1,0.0
3801,2338,41,1,5.0
3802,2339,15,1,5.0
3803,2340,2,2,5.0
3804,2340,13,1,5.0
3805,2340,60,2,5.0
3806,2341,37,1,5.0
3807,2342,34,2,5.0
3808,2343,8,1,10.0
3809,2344,38,3,5.0
3810,2344,3,1,5.0
3811,2345,29,1,5.0
3812,2346,11,1,5.0
3813,2347,44,3,5.0
3814,2347,13,1,0.0
3815,2347,45,3,15.0
3816,2347,36,2,10.0
3817,2348,55,3,10.0
3818,2349,18,2,5.0
3819,2349,10,1,0.0
3820,2350,35,2,5.0
3821,2351,25,4,10.0
3822,2352,32,1,10.0
3823,2353,5,2,15.0
3824,2354,31,1,20.0
3825,2355,24,2,5.0
3826,2356,14,1,10.0
3827,2357,49,2,5.0
3828,2357,10,1,15.0
3829,2357,54,2,0.0
3830,2358,21,3,5.0
3831,2358,8,1,0.0
3832,2359,17,4,5.0
3833,2359,39,2,0.0
3834,2360,60,4,5.0
3835,2360,54,1,5.0
3836,2361,39,1,15.0
3837,2362,10,1,0.0
3838,2363,54,3,5.0
3839,2364,51,2,0.0
3840,2365,59,1,0.0
3841,2366,11,1,15.0
3842,2367,50,2,0.0
3843,2367,53,2,5.0
3844,2368,9,3,10.0
3845,2369,28,2,15.0
3846,2369,33,1,10.0
3847,2370,25,1,0.0
3848,2371,31,2,5.0
3849,2371,41,5,0.0
3850,2372,10,2,15.0
3851,2372,36,1,15.0
3852,2372,9,4,5.0
3853,2373,3,2,10.0
3854,2374,22,1,5.0
3855,2375,20,1,5.0
3856,2376,31,1,15.0
3857,2377,29,4,15.0
3858,2377,35,1,15.0
3859,2378,39,3,5.0
3860,2379,40,1,10.0
3861,2380,51,5,15.0
3862,2381,41,2,0.0
3863,2382,60,1,5.0
3864,2383,39,2,10.0
3865,2384,35,2,5.0
3866,2385,7,2,0.0
3867,2386,22,1,5.0
3868,2387,59,4,10.0
3869,2387,30,3,0.0
3870,2388,27,1,5.0
3871,2388,4,1,15.0
3872,2389,40,1,0.0
3873,2390,56,1,20.0
3874,2391,40,2,20.0
3875,2392,27,1,10.0
3876,2393,17,1,0.0
3877,2394,25,1,5.0
3878,2395,58,1,5.0
3879,2396,48,3,5.0
3880,2396,14,3,0.0
3881,2397,39,1,5.0
3882,2398,24,1,0.0
3883,2398,48,2,0.0
3884,2398,33,1,15.0
3885,2399,53,1,0.0
3886,2400,26,3,10.0
3887,2400,53,4,10.0
3888,2401,53,3,10.0
3889,2402,45,1,5.0
3890,2402,38,1,5.0
3891,2403,50,1,5.0
3892,2403,9,2,10.0
3893,2403,10,2,10.0
3894,2404,27,5,5.0
3895,2405,29,1,15.0
3896,2406,26,2,0.0
3897,2406,31,2,5.0
3898,2406,29,2,10.0
3899,2407,33,3,0.0
3900,2407,59,1,5.0
3901,2408,33,2,10.0
3902,2409,18,1,5.0
3903,2409,40,1,5.0
3904,2409,20,1,10.0
3905,2410,12,2,20.0
3906,2411,50,4,15.0
3907,2411,43,3,0.0
3908,2412,35,1,0.0
3909,2412,3,2,5.0
3910,2412,31,2,5.0
3911,2413,49,3,10.0
3912,2413,12,3,10.0
3913,2414,23,1,5.0
3914,2414,7,2,10.0
3915,2415,27,3,20.0
3916,2415,18,4,0.0
3917,2416,32,1,5.0
3918,2417,58,1,15.0
3919,2418,45,2,15.0
3920,2419,33,2,0.0
3921,2420,47,2,0.0
3922,2420,44,1,0.0
3923,2421,56,1,20.0
3924,2421,60,1,5.0
3925,2422,7,1,15.0
3926,2423,26,2,0.0
3927,2423,31,3,5.0
3928,2423,42,4,5.0
3929,2424,48,2,0.0
3930,2425,24,1,5.0
3931,2425,30,3,0.0
3932,2426,49,1,5.0
3933,2427,30,2,0.0
3934,2428,3,1,5.0
3935,2428,6,1,10.0
3936,2428,8,1,10.0
3937,2429,53,2,5.0
3938,2429,11,4,0.0
3939,2430,22,3,10.0
3940,2431,8,4,0.0
3941,2431,12,2,0.0
3942,2432,10,3,10.0
3943,2433,20,1,15.0
3944,2433,38,2,5.0
3945,2433,40,1,0.0
3946,2434,21,3,5.0
3947,2435,32,2,5.0
3948,2436,13,1,5.0
3949,2437,8,1,10.0
3950,2437,43,2,5.0
3951,2438,9,1,10.0
3952,2439,47,3,0.0
3953,2440,51,2,0.0
3954,2441,13,1,5.0
3955,2442,27,5,5.0
3956,2443,23,4,5.0
3957,2443,10,1,10.0
3958,2443,40,3,5.0
3959,2443,13,4,5.0
3960,2444,34,1,15.0
3961,2444,38,1,10.0
3962,2444,59,3,0.0
3963,2445,30,2,10.0
3964,2446,36,2,5.0
3965,2447,6,3,5.0
3966,2447,16,3,5.0
3967,2448,15,2,0.0
3968,2449,52,3,10.0
3969,2450,24,1,10.0
3970,2450,33,2,10.0
3971,2450,39,1,0.0
3972,2451,38,2,5.0
3973,2451,27,2,15.0
3974,2452,57,3,10.0
3975,2452,19,1,5.0
3976,2452,47,1,0.0
3977,2453,29,2,5.0
3978,2454,51,1,0.0
3979,2454,48,5,5.0
3980,2455,34,1,0.0
3981,2456,19,1,0.0
3982,2457,9,1,0.0
3983,2458,28,2,5.0
3984,2459,6,2,5.0
3985,2459,3,1,10.0
3986,2459,11,2,0.0
3987,2460,7,2,5.0
3988,2461,22,1,5.0
3989,2461,44,1,5.0
3990,2461,37,4,0.0
3991,2461,17,2,5.0
3992,2462,35,2,5.0
3993,2463,26,1,0.0
3994,2464,20,1,5.0
3995,2464,5,2,5.0
3996,2465,1,1,10.0
3997,2466,25,1,10.0
3998,2467,30,5,5.0
3999,2467,54,5,5.0
4000,2468,26,1,0.0
4001,2468,9,2,15.0
4002,2468,13,2,5.0
4003,2469,29,3,20.0
4004,2470,19,2,10.0
4005,2470,14,4,5.0
4006,2470,15,1,10.0
4007,2471,52,5,0.0
4008,2471,5,1,5.0
4009,2472,49,1,5.0
4010,2472,13,2,5.0
4011,2473,18,1,10.0
4012,2473,11,2,0.0
4013,2474,35,3,10.0
4014,2475,6,1,5.0
4015,2476,39,1,5.0
4016,2476,18,4,10.0
4017,2476,35,1,5.0
4018,2477,36,4,0.0
4019,2478,59,2,5.0
4020,2478,52,1,20.0
4021,2479,21,1,0.0
4022,2479,18,4,0.0
4023,2480,34,1,10.0
4024,2481,37,1,20.0
4025,2481,29,2,5.0
4026,2482,13,2,15.0
4027,2482,15,3,10.0
4028,2482,32,1,15.0
4029,2483,24,1,0.0
4030,2483,20,5,5.0
4031,2484,49,1,0.0
4032,2484,55,3,15.0
4033,2485,45,3,0.0
4034,2485,21,1,15.0
4035,2485,30,1,10.0
4036,2486,28,2,10.0
4037,2487,48,1,10.0
4038,2487,58,1,0.0
4039,2488,48,2,10.0
4040,2488,41,1,15.0
4041,2489,50,2,20.0
4042,2490,7,2,10.0
4043,2491,12,4,5.0
4044,2491,9,2,5.0
4045,2492,1,1,0.0
4046,2492,45,2,10.0
4047,2493,54,1,0.0
4048,2493,21,4,5.0
4049,2493,34,1,0.0
4050,2494,50,2,10.0
4051,2495,36,5,10.0
4052,2495,50,2,0.0
4053,2496,60,2,10.0
4054,2496,34,2,15.0
4055,2496,36,4,5.0
4056,2497,10,2,5.0
4057,2497,14,3,5.0
4058,2498,44,1,10.0
4059,2499,54,1,10.0
4060,2499,50,1,15.0
4061,2500,44,2,0.0
4062,2500,31,2,0.0
4063,2500,10,1,15.0
4064,2501,45,2,10.0
4065,2502,20,4,10.0
4066,2503,3,1,0.0
4067,2503,14,3,0.0
4068,2504,57,2,15.0
4069,2505,45,2,10.0
4070,2506,45,1,5.0
4071,2507,45,2,0.0
4072,2507,47,3,5.0
4073,2507,19,3,10.0
4074,2508,54,1,15.0
4075,2508,33,2,5.0
4076,2509,31,2,5.0
4077,2510,7,2,5.0
4078,2511,40,2,10.0
4079,2511,48,2,15.0
4080,2511,50,2,0.0
4081,2512,6,3,5.0
4082,2513,35,2,10.0
4083,2513,47,1,5.0
4084,2514,7,1,5.0
4085,2515,48,1,5.0
4086,2516,6,2,10.0
4087,2516,43,1,10.0
4088,2516,27,1,5.0
4089,2517,55,1,0.0
4090,2518,1,2,5.0
4091,2519,23,1,10.0
4092,2520,29,1,0.0
4093,2521,48,1,5.0
4094,2522,35,1,10.0
4095,2522,23,2,15.0
4096,2522,28,1,5.0
4097,2523,17,1,15.0
4098,2523,44,2,10.0
4099,2524,29,1,0.0
4100,2524,48,1,5.0
4101,2524,53,1,0.0
4102,2524,11,1,0.0
4103,2525,6,2,5.0
4104,2526,4,1,5.0
4105,2526,50,3,0.0
4106,2527,56,2,0.0
4107,2528,55,2,10.0
4108,2529,33,5,10.0
4109,2530,20,2,5.0
4110,2530,52,2,15.0
4111,2531,39,2,0.0
4112,2532,46,1,5.0
4113,2533,8,3,5.0
4114,2533,35,3,5.0
4115,2534,2,1,0.0
4116,2535,40,2,10.0
4117,2536,19,3,0.0
4118,2536,22,1,10.0
4119,2536,60,1,5.0
4120,2537,2,1,0.0
4121,2538,14,3,10.0
4122,2538,44,2,5.0
4123,2539,16,2,15.0
4124,2539,59,1,5.0
4125,2540,27,2,0.0
4126,2540,43,1,10.0
4127,2540,29,4,5.0
4128,2541,9,2,0.0
4129,2541,36,1,0.0
4130,2542,9,2,5.0
4131,2543,40,2,0.0
4132,2543,60,1,10.0
4133,2544,39,3,5.0
4134,2545,43,2,0.0
4135,2546,22,2,10.0
4136,2547,1,1,10.0
4137,2548,33,3,5.0
4138,2549,7,2,5.0
4139,2550,48,1,20.0
4140,2550,23,1,10.0
4141,2551,20,4,0.0
4142,2552,53,3,0.0
4143,2553,15,3,0.0
4144,2554,16,2,0.0
4145,2554,41,2,15.0
4146,2554,37,5,5.0
4147,2554,25,2,20.0
4148,2555,33,3,0.0
4149,2555,55,3,5.0
4150,2555,8,1,10.0
4151,2555,25,4,5.0
4152,2556,22,2,5.0
4153,2556,17,4,15.0
4154,2557,18,3,0.0
4155,2558,38,1,5.0
4156,2558,3,3,20.0
4157,2559,40,1,5.0
4158,2559,3,1,0.0
4159,2559,6,3,15.0
4160,2559,27,1,15.0
4161,2560,16,2,5.0
4162,2561,59,2,15.0
4163,2561,50,2,5.0
4164,2562,18,2,10.0
4165,2562,9,2,15.0
4166,2563,19,4,5.0
4167,2564,5,1,10.0
4168,2565,8,2,0.0
4169,2565,31,1,5.0
4170,2566,16,1,15.0
4171,2566,45,1,0.0
4172,2566,21,1,0.0
4173,2567,54,5,15.0
4174,2567,5,1,10.0
4175,2567,26,1,5.0
4176,2567,28,3,0.0
4177,2568,6,4,0.0
4178,2568,41,2,10.0
4179,2569,24,3,0.0
4180,2570,17,2,15.0
4181,2570,15,2,15.0
4182,2570,16,2,0.0
4183,2571,41,2,5.0
4184,2572,24,2,5.0
4185,2572,42,1,0.0
4186,2572,1,2,5.0
4187,2573,39,1,0.0
4188,2574,37,1,10.0
4189,2575,54,2,10.0
4190,2576,39,3,5.0
4191,2576,54,1,20.0
4192,2576,52,1,5.0
4193,2577,4,3,5.0
4194,2577,9,5,15.0
4195,2578,27,1,10.0
4196,2579,23,2,5.0
4197,2580,5,1,10.0
4198,2580,31,1,0.0
4199,2581,14,1,0.0
4200,2582,6,1,10.0
4201,2582,13,1,0.0
4202,2583,14,1,0.0
4203,2584,15,2,20.0
4204,2584,50,3,0.0
4205,2584,14,1,5.0
4206,2585,22,1,0.0
4207,2585,27,1,0.0
4208,2586,31,2,10.0
4209,2587,32,2,5.0
4210,2587,26,3,0.0
4211,2587,2,2,15.0
4212,2588,36,3,0.0
4213,2589,11,1,15.0
4214,2589,59,2,15.0
4215,2590,11,1,0.0
4216,2590,27,1,5.0
4217,2591,40,1,5.0
4218,2592,38,2,5.0
4219,2593,6,1,10.0
4220,2593,10,2,10.0
4221,2594,29,2,5.0
4222,2595,25,2,5.0
4223,2596,28,2,10.0
4224,2596,17,2,5.0
4225,2597,56,2,15.0
4226,2598,40,2,0.0
4227,2599,36,1,5.0
4228,2600,39,2,5.0
4229,2601,11,1,0.0
4230,2602,13,1,5.0
4231,2602,50,1,5.0
4232,2602,30,1,5.0
4233,2603,17,1,5.0
4234,2603,47,3,20.0
4235,2604,52,3,5.0
4236,2604,40,3,15.0
4237,2604,29,2,15.0
4238,2605,41,1,10.0
4239,2606,32,2,5.0
4240,2607,29,2,10.0
4241,2608,19,2,0.0
4242,2609,24,1,5.0
4243,2609,56,1,0.0
4244,2609,13,1,15.0
4245,2610,30,1,20.0
4246,2610,41,5,0.0
4247,2611,43,3,10.0
4248,2612,17,1,0.0
4249,2612,13,2,0.0
4250,2613,28,1,0.0
4251,2613,30,1,15.0
4252,2614,6,1,5.0
4253,2614,23,2,5.0
4254,2614,56,1,0.0
4255,2615,60,1,10.0
4256,2616,52,4,10.0
4257,2617,31,1,10.0
4258,2618,9,1,0.0
4259,2618,17,1,0.0
4260,2619,4,1,5.0
4261,2619,25,1,0.0
